row_id,n_aspects,n_supported,n_matched,support_rate,match_rate,row_score
2276,2,1,1,0.5,0.5,0.5
2277,1,0,0,0.0,0.0,0.0
2278,3,1,1,0.3333,0.3333,0.3333
2279,2,1,1,0.5,0.5,0.5
2280,2,2,2,1.0,1.0,1.0
2281,2,2,2,1.0,1.0,1.0
2282,1,0,0,0.0,0.0,0.0
2283,3,3,3,1.0,1.0,1.0
2284,1,1,0,1.0,0.0,0.0
2285,2,2,2,1.0,1.0,1.0
2286,2,1,0,0.5,0.0,0.0
2287,1,1,1,1.0,1.0,1.0
2288,3,3,2,1.0,0.6667,0.6667
2289,1,1,1,1.0,1.0,1.0
2290,1,1,1,1.0,1.0,1.0
2291,2,2,2,1.0,1.0,1.0
2292,1,1,1,1.0,1.0,1.0
2293,3,2,2,0.6667,0.6667,0.6667
2294,3,2,1,0.6667,0.3333,0.3333
2295,1,1,1,1.0,1.0,1.0
2296,3,2,2,0.6667,0.6667,0.6667
2297,1,1,1,1.0,1.0,1.0
2298,3,3,2,1.0,0.6667,0.6667
2299,3,2,2,0.6667,0.6667,0.6667
2300,2,2,1,1.0,0.5,0.5
2301,1,1,1,1.0,1.0,1.0
2302,1,1,0,1.0,0.0,0.0
2303,3,3,2,1.0,0.6667,0.6667
2304,1,1,0,1.0,0.0,0.0
2305,2,2,0,1.0,0.0,0.0
2306,3,2,1,0.6667,0.3333,0.3333
2307,2,2,2,1.0,1.0,1.0
2308,3,3,2,1.0,0.6667,0.6667
2309,2,0,0,0.0,0.0,0.0
2310,2,2,1,1.0,0.5,0.5
2311,3,3,2,1.0,0.6667,0.6667
2312,2,2,2,1.0,1.0,1.0
2313,3,3,1,1.0,0.3333,0.3333
2314,3,3,1,1.0,0.3333,0.3333
2315,2,1,1,0.5,0.5,0.5
2316,1,0,0,0.0,0.0,0.0
2317,3,1,0,0.3333,0.0,0.0
2318,1,1,1,1.0,1.0,1.0
2319,3,3,1,1.0,0.3333,0.3333
2320,1,1,1,1.0,1.0,1.0
2321,1,1,1,1.0,1.0,1.0
2322,3,3,2,1.0,0.6667,0.6667
2323,3,2,2,0.6667,0.6667,0.6667
2324,3,3,3,1.0,1.0,1.0
2325,2,2,2,1.0,1.0,1.0
2326,2,1,0,0.5,0.0,0.0
2327,2,2,1,1.0,0.5,0.5
2328,2,2,1,1.0,0.5,0.5
2329,2,2,2,1.0,1.0,1.0
2330,3,3,1,1.0,0.3333,0.3333
2331,2,2,1,1.0,0.5,0.5
2332,1,1,1,1.0,1.0,1.0
2333,2,2,2,1.0,1.0,1.0
2334,1,1,0,1.0,0.0,0.0
2335,1,1,1,1.0,1.0,1.0
2336,2,0,0,0.0,0.0,0.0
2337,2,2,2,1.0,1.0,1.0
2338,3,3,2,1.0,0.6667,0.6667
2339,1,1,1,1.0,1.0,1.0
2340,1,1,1,1.0,1.0,1.0
2341,3,2,2,0.6667,0.6667,0.6667
2342,3,2,2,0.6667,0.6667,0.6667
2343,3,3,0,1.0,0.0,0.0
2344,3,3,2,1.0,0.6667,0.6667
2345,1,1,1,1.0,1.0,1.0
2346,1,1,1,1.0,1.0,1.0
2347,3,3,1,1.0,0.3333,0.3333
2348,2,2,1,1.0,0.5,0.5
2349,1,1,1,1.0,1.0,1.0
2350,3,2,1,0.6667,0.3333,0.3333
2351,2,0,0,0.0,0.0,0.0
2352,1,0,0,0.0,0.0,0.0
2353,1,0,0,0.0,0.0,0.0
2354,1,0,0,0.0,0.0,0.0
2355,2,1,1,0.5,0.5,0.5
2356,2,2,1,1.0,0.5,0.5
2357,3,3,2,1.0,0.6667,0.6667
2358,2,2,2,1.0,1.0,1.0
2359,3,2,2,0.6667,0.6667,0.6667
2360,3,2,2,0.6667,0.6667,0.6667
2361,2,2,2,1.0,1.0,1.0
2362,3,2,1,0.6667,0.3333,0.3333
2363,1,1,1,1.0,1.0,1.0
2364,2,2,1,1.0,0.5,0.5
2365,2,2,2,1.0,1.0,1.0
2366,1,1,0,1.0,0.0,0.0
2367,1,0,0,0.0,0.0,0.0
2368,3,3,2,1.0,0.6667,0.6667
2369,3,3,1,1.0,0.3333,0.3333
2370,1,1,1,1.0,1.0,1.0
2371,1,1,1,1.0,1.0,1.0
2372,1,1,1,1.0,1.0,1.0
2373,3,2,0,0.6667,0.0,0.0
2374,2,0,0,0.0,0.0,0.0
2375,2,1,0,0.5,0.0,0.0
2376,1,1,1,1.0,1.0,1.0
2377,2,1,0,0.5,0.0,0.0
2378,3,1,0,0.3333,0.0,0.0
2379,2,2,2,1.0,1.0,1.0
2380,3,1,1,0.3333,0.3333,0.3333
2381,1,1,1,1.0,1.0,1.0
2382,1,1,1,1.0,1.0,1.0
2383,3,2,2,0.6667,0.6667,0.6667
2384,1,1,1,1.0,1.0,1.0
2385,1,1,1,1.0,1.0,1.0
2386,2,1,0,0.5,0.0,0.0
2387,1,1,0,1.0,0.0,0.0
2388,3,1,0,0.3333,0.0,0.0
2389,3,3,2,1.0,0.6667,0.6667
2390,1,0,0,0.0,0.0,0.0
2391,3,2,2,0.6667,0.6667,0.6667
2392,3,3,2,1.0,0.6667,0.6667
2393,2,2,1,1.0,0.5,0.5
2394,2,2,1,1.0,0.5,0.5
2395,1,1,1,1.0,1.0,1.0
2396,1,1,0,1.0,0.0,0.0
2397,2,1,0,0.5,0.0,0.0
2398,3,2,1,0.6667,0.3333,0.3333
2399,3,2,2,0.6667,0.6667,0.6667
2400,2,2,1,1.0,0.5,0.5
2401,3,3,3,1.0,1.0,1.0
2402,3,2,2,0.6667,0.6667,0.6667
2403,1,1,1,1.0,1.0,1.0
2404,1,1,0,1.0,0.0,0.0
2405,2,2,2,1.0,1.0,1.0
2406,2,2,2,1.0,1.0,1.0
2407,2,1,0,0.5,0.0,0.0
2408,3,2,2,0.6667,0.6667,0.6667
2409,2,1,0,0.5,0.0,0.0
2410,3,3,2,1.0,0.6667,0.6667
2411,2,1,0,0.5,0.0,0.0
2412,1,1,0,1.0,0.0,0.0
2413,2,2,2,1.0,1.0,1.0
2414,1,0,0,0.0,0.0,0.0
2415,1,0,0,0.0,0.0,0.0
2416,2,1,1,0.5,0.5,0.5
2417,2,2,2,1.0,1.0,1.0
2418,3,3,2,1.0,0.6667,0.6667
2419,3,3,2,1.0,0.6667,0.6667
2420,2,2,1,1.0,0.5,0.5
2421,1,0,0,0.0,0.0,0.0
2422,3,3,1,1.0,0.3333,0.3333
2423,3,2,2,0.6667,0.6667,0.6667
2424,2,2,1,1.0,0.5,0.5
2425,2,2,1,1.0,0.5,0.5
2426,3,1,1,0.3333,0.3333,0.3333
2427,2,2,2,1.0,1.0,1.0
2428,3,2,1,0.6667,0.3333,0.3333
2429,3,3,1,1.0,0.3333,0.3333
2430,1,0,0,0.0,0.0,0.0
2431,2,0,0,0.0,0.0,0.0
2432,1,1,1,1.0,1.0,1.0
2433,3,2,2,0.6667,0.6667,0.6667
2434,2,2,1,1.0,0.5,0.5
2435,2,2,1,1.0,0.5,0.5
2436,2,0,0,0.0,0.0,0.0
2437,2,2,0,1.0,0.0,0.0
2438,1,1,1,1.0,1.0,1.0
2439,2,2,2,1.0,1.0,1.0
2440,1,1,1,1.0,1.0,1.0
2441,1,1,0,1.0,0.0,0.0
2442,2,2,1,1.0,0.5,0.5
2443,3,3,1,1.0,0.3333,0.3333
2444,3,3,2,1.0,0.6667,0.6667
2445,1,0,0,0.0,0.0,0.0
2446,3,3,2,1.0,0.6667,0.6667
2447,2,2,1,1.0,0.5,0.5
2448,3,3,3,1.0,1.0,1.0
2449,2,2,2,1.0,1.0,1.0
2450,2,2,2,1.0,1.0,1.0
2451,2,2,1,1.0,0.5,0.5
2452,2,2,2,1.0,1.0,1.0
2453,2,2,1,1.0,0.5,0.5
2454,3,1,1,0.3333,0.3333,0.3333
2455,3,3,2,1.0,0.6667,0.6667
2456,1,0,0,0.0,0.0,0.0
2457,3,2,1,0.6667,0.3333,0.3333
2458,2,1,1,0.5,0.5,0.5
2459,3,1,0,0.3333,0.0,0.0
2460,2,2,1,1.0,0.5,0.5
2461,1,1,0,1.0,0.0,0.0
2462,3,3,2,1.0,0.6667,0.6667
2463,3,3,0,1.0,0.0,0.0
2464,1,1,1,1.0,1.0,1.0
2465,1,1,1,1.0,1.0,1.0
2466,2,2,1,1.0,0.5,0.5
2467,2,2,1,1.0,0.5,0.5
2468,3,3,2,1.0,0.6667,0.6667
2469,3,3,2,1.0,0.6667,0.6667
2470,2,2,1,1.0,0.5,0.5
2471,2,2,2,1.0,1.0,1.0
2472,1,1,1,1.0,1.0,1.0
2473,2,2,1,1.0,0.5,0.5
2474,3,3,3,1.0,1.0,1.0
2475,3,1,1,0.3333,0.3333,0.3333
2476,2,2,1,1.0,0.5,0.5
2477,2,1,0,0.5,0.0,0.0
2478,3,3,2,1.0,0.6667,0.6667
2479,1,1,1,1.0,1.0,1.0
2480,3,3,3,1.0,1.0,1.0
2481,1,1,0,1.0,0.0,0.0
2482,2,1,1,0.5,0.5,0.5
2483,3,3,3,1.0,1.0,1.0
2484,2,1,1,0.5,0.5,0.5
2485,2,2,1,1.0,0.5,0.5
2486,1,1,1,1.0,1.0,1.0
2487,3,2,1,0.6667,0.3333,0.3333
2488,1,1,0,1.0,0.0,0.0
2489,2,1,0,0.5,0.0,0.0
2490,1,0,0,0.0,0.0,0.0
2491,1,1,1,1.0,1.0,1.0
2492,2,2,1,1.0,0.5,0.5
2493,3,3,2,1.0,0.6667,0.6667
2494,3,3,2,1.0,0.6667,0.6667
2495,3,2,2,0.6667,0.6667,0.6667
2496,2,2,2,1.0,1.0,1.0
2497,1,1,1,1.0,1.0,1.0
2498,2,2,1,1.0,0.5,0.5
2499,1,1,1,1.0,1.0,1.0
2500,3,2,1,0.6667,0.3333,0.3333
2501,2,1,1,0.5,0.5,0.5
2502,3,3,1,1.0,0.3333,0.3333
2503,2,1,0,0.5,0.0,0.0
2504,2,1,1,0.5,0.5,0.5
2505,1,1,1,1.0,1.0,1.0
2506,2,1,1,0.5,0.5,0.5
2507,3,3,1,1.0,0.3333,0.3333
2508,1,1,1,1.0,1.0,1.0
2509,1,1,0,1.0,0.0,0.0
2510,1,1,1,1.0,1.0,1.0
2511,1,0,0,0.0,0.0,0.0
2512,2,2,1,1.0,0.5,0.5
2513,3,2,1,0.6667,0.3333,0.3333
2514,1,1,0,1.0,0.0,0.0
2515,2,2,2,1.0,1.0,1.0
2516,1,1,1,1.0,1.0,1.0
2517,1,0,0,0.0,0.0,0.0
2518,3,3,2,1.0,0.6667,0.6667
2519,3,3,3,1.0,1.0,1.0
2520,2,2,2,1.0,1.0,1.0
2521,1,1,1,1.0,1.0,1.0
2522,1,1,1,1.0,1.0,1.0
2523,2,1,0,0.5,0.0,0.0
2524,1,1,1,1.0,1.0,1.0
2525,1,1,0,1.0,0.0,0.0
2526,1,1,1,1.0,1.0,1.0
2527,2,2,0,1.0,0.0,0.0
2528,2,2,0,1.0,0.0,0.0
2529,3,3,3,1.0,1.0,1.0
2530,3,3,2,1.0,0.6667,0.6667
2531,3,1,1,0.3333,0.3333,0.3333
2532,2,2,2,1.0,1.0,1.0
2533,3,1,1,0.3333,0.3333,0.3333
2534,2,2,2,1.0,1.0,1.0
2535,2,2,1,1.0,0.5,0.5
2536,1,1,1,1.0,1.0,1.0
2537,1,1,0,1.0,0.0,0.0
2538,3,3,3,1.0,1.0,1.0
2539,3,2,2,0.6667,0.6667,0.6667
2540,1,1,1,1.0,1.0,1.0
2541,1,1,0,1.0,0.0,0.0
2542,1,1,0,1.0,0.0,0.0
2543,2,2,1,1.0,0.5,0.5
2544,1,1,1,1.0,1.0,1.0
2545,2,2,2,1.0,1.0,1.0
2546,1,1,0,1.0,0.0,0.0
2547,1,1,1,1.0,1.0,1.0
2548,2,2,1,1.0,0.5,0.5
2549,1,1,1,1.0,1.0,1.0
2550,3,3,1,1.0,0.3333,0.3333
2551,3,2,2,0.6667,0.6667,0.6667
2552,2,2,2,1.0,1.0,1.0
2553,3,2,2,0.6667,0.6667,0.6667
2554,1,1,0,1.0,0.0,0.0
2555,2,2,2,1.0,1.0,1.0
2556,2,2,2,1.0,1.0,1.0
2557,1,1,0,1.0,0.0,0.0
2558,1,1,1,1.0,1.0,1.0
2559,2,2,2,1.0,1.0,1.0
2560,2,1,0,0.5,0.0,0.0
2561,2,2,0,1.0,0.0,0.0
2562,2,2,2,1.0,1.0,1.0
2563,1,1,1,1.0,1.0,1.0
2564,2,2,1,1.0,0.5,0.5
2565,3,3,3,1.0,1.0,1.0
2566,3,2,2,0.6667,0.6667,0.6667
2567,2,2,2,1.0,1.0,1.0
2568,2,2,2,1.0,1.0,1.0
2569,2,2,2,1.0,1.0,1.0
2570,2,2,1,1.0,0.5,0.5
2571,1,1,1,1.0,1.0,1.0
2572,3,2,2,0.6667,0.6667,0.6667
2573,1,1,1,1.0,1.0,1.0
2574,3,2,0,0.6667,0.0,0.0
2575,1,1,1,1.0,1.0,1.0
2576,1,1,1,1.0,1.0,1.0
2577,1,0,0,0.0,0.0,0.0
2578,2,2,1,1.0,0.5,0.5
2579,2,2,1,1.0,0.5,0.5
2580,2,2,0,1.0,0.0,0.0
2581,3,3,1,1.0,0.3333,0.3333
2582,2,2,1,1.0,0.5,0.5
2583,1,0,0,0.0,0.0,0.0
2584,2,2,2,1.0,1.0,1.0
2585,2,2,2,1.0,1.0,1.0
2586,1,1,1,1.0,1.0,1.0
2587,2,1,0,0.5,0.0,0.0
2588,2,2,2,1.0,1.0,1.0
2589,3,2,0,0.6667,0.0,0.0
2590,2,2,1,1.0,0.5,0.5
2591,2,2,1,1.0,0.5,0.5
2592,2,2,1,1.0,0.5,0.5
2593,2,2,2,1.0,1.0,1.0
2594,2,2,2,1.0,1.0,1.0
2595,2,1,0,0.5,0.0,0.0
2596,2,2,0,1.0,0.0,0.0
2597,1,0,0,0.0,0.0,0.0
2598,2,1,0,0.5,0.0,0.0
2599,1,1,1,1.0,1.0,1.0
2600,3,2,1,0.6667,0.3333,0.3333
2601,1,1,1,1.0,1.0,1.0
2602,2,2,2,1.0,1.0,1.0
2603,2,1,1,0.5,0.5,0.5
2604,1,1,1,1.0,1.0,1.0
2605,3,3,1,1.0,0.3333,0.3333
2606,3,3,2,1.0,0.6667,0.6667
2607,3,3,2,1.0,0.6667,0.6667
2608,2,2,0,1.0,0.0,0.0
2609,2,2,1,1.0,0.5,0.5
2610,1,1,1,1.0,1.0,1.0
2611,1,1,1,1.0,1.0,1.0
2612,1,0,0,0.0,0.0,0.0
2613,3,2,2,0.6667,0.6667,0.6667
2614,2,2,1,1.0,0.5,0.5
2615,3,2,1,0.6667,0.3333,0.3333
2616,2,2,1,1.0,0.5,0.5
2617,1,0,0,0.0,0.0,0.0
2618,3,3,2,1.0,0.6667,0.6667
2619,3,3,3,1.0,1.0,1.0
2620,3,3,2,1.0,0.6667,0.6667
2621,2,2,2,1.0,1.0,1.0
2622,3,2,2,0.6667,0.6667,0.6667
2623,3,3,2,1.0,0.6667,0.6667
2624,1,1,1,1.0,1.0,1.0
2625,2,2,1,1.0,0.5,0.5
2626,2,2,2,1.0,1.0,1.0
2627,1,1,1,1.0,1.0,1.0
2628,2,2,2,1.0,1.0,1.0
2629,2,2,0,1.0,0.0,0.0
2630,3,2,1,0.6667,0.3333,0.3333
2631,2,1,1,0.5,0.5,0.5
2632,2,1,1,0.5,0.5,0.5
2633,2,2,1,1.0,0.5,0.5
2634,2,2,0,1.0,0.0,0.0
2635,2,0,0,0.0,0.0,0.0
2636,2,1,1,0.5,0.5,0.5
2637,2,1,0,0.5,0.0,0.0
2638,3,2,1,0.6667,0.3333,0.3333
2639,2,2,0,1.0,0.0,0.0
2640,1,1,1,1.0,1.0,1.0
2641,3,3,1,1.0,0.3333,0.3333
2642,1,1,1,1.0,1.0,1.0
2643,3,1,1,0.3333,0.3333,0.3333
2644,2,2,2,1.0,1.0,1.0
2645,3,3,2,1.0,0.6667,0.6667
2646,3,2,1,0.6667,0.3333,0.3333
2647,2,1,1,0.5,0.5,0.5
2648,3,1,0,0.3333,0.0,0.0
2649,3,3,2,1.0,0.6667,0.6667
2650,1,1,0,1.0,0.0,0.0
2651,1,1,0,1.0,0.0,0.0
2652,3,2,1,0.6667,0.3333,0.3333
2653,3,2,1,0.6667,0.3333,0.3333
2654,1,1,0,1.0,0.0,0.0
2655,2,2,2,1.0,1.0,1.0
2656,3,1,1,0.3333,0.3333,0.3333
2657,1,1,1,1.0,1.0,1.0
2658,2,2,1,1.0,0.5,0.5
2659,2,2,1,1.0,0.5,0.5
2660,3,3,2,1.0,0.6667,0.6667
2661,3,2,1,0.6667,0.3333,0.3333
2662,1,1,1,1.0,1.0,1.0
2663,3,3,2,1.0,0.6667,0.6667
2664,2,2,2,1.0,1.0,1.0
2665,3,3,3,1.0,1.0,1.0
2666,1,1,1,1.0,1.0,1.0
2667,1,1,1,1.0,1.0,1.0
2668,3,2,1,0.6667,0.3333,0.3333
2669,1,1,0,1.0,0.0,0.0
2670,1,1,1,1.0,1.0,1.0
2671,1,1,1,1.0,1.0,1.0
2672,3,3,1,1.0,0.3333,0.3333
2673,1,1,1,1.0,1.0,1.0
2674,3,3,3,1.0,1.0,1.0
2675,2,0,0,0.0,0.0,0.0
2676,2,2,2,1.0,1.0,1.0
2677,3,2,1,0.6667,0.3333,0.3333
2678,2,1,1,0.5,0.5,0.5
2679,1,1,1,1.0,1.0,1.0
2680,1,1,1,1.0,1.0,1.0
2681,2,2,1,1.0,0.5,0.5
2682,1,0,0,0.0,0.0,0.0
2683,1,1,1,1.0,1.0,1.0
2684,3,2,2,0.6667,0.6667,0.6667
2685,1,1,1,1.0,1.0,1.0
2686,1,1,1,1.0,1.0,1.0
2687,1,1,0,1.0,0.0,0.0
2688,3,3,0,1.0,0.0,0.0
2689,1,1,0,1.0,0.0,0.0
2690,1,1,0,1.0,0.0,0.0
2691,2,2,1,1.0,0.5,0.5
2692,2,1,1,0.5,0.5,0.5
2693,2,1,1,0.5,0.5,0.5
2694,1,1,1,1.0,1.0,1.0
2695,3,3,1,1.0,0.3333,0.3333
2696,2,1,0,0.5,0.0,0.0
2697,3,3,1,1.0,0.3333,0.3333
2698,1,1,1,1.0,1.0,1.0
2699,1,0,0,0.0,0.0,0.0
2700,2,2,2,1.0,1.0,1.0
2701,3,3,1,1.0,0.3333,0.3333
2702,1,1,1,1.0,1.0,1.0
2703,3,3,2,1.0,0.6667,0.6667
2704,2,2,1,1.0,0.5,0.5
2705,2,1,1,0.5,0.5,0.5
2706,3,3,2,1.0,0.6667,0.6667
2707,3,2,1,0.6667,0.3333,0.3333
2708,3,3,2,1.0,0.6667,0.6667
2709,1,1,1,1.0,1.0,1.0
2710,3,3,2,1.0,0.6667,0.6667
2711,2,2,2,1.0,1.0,1.0
2712,1,0,0,0.0,0.0,0.0
2713,1,1,1,1.0,1.0,1.0
2714,3,1,0,0.3333,0.0,0.0
2715,1,1,0,1.0,0.0,0.0
2716,1,1,1,1.0,1.0,1.0
2717,3,3,2,1.0,0.6667,0.6667
2718,2,2,2,1.0,1.0,1.0
2719,3,1,1,0.3333,0.3333,0.3333
2720,2,2,2,1.0,1.0,1.0
2721,3,3,2,1.0,0.6667,0.6667
2722,1,1,1,1.0,1.0,1.0
2723,2,2,1,1.0,0.5,0.5
2724,3,3,3,1.0,1.0,1.0
2725,2,2,2,1.0,1.0,1.0
2726,1,1,0,1.0,0.0,0.0
2727,3,1,1,0.3333,0.3333,0.3333
2728,1,0,0,0.0,0.0,0.0
2729,3,3,1,1.0,0.3333,0.3333
2730,1,1,1,1.0,1.0,1.0
2731,2,2,2,1.0,1.0,1.0
2732,1,1,0,1.0,0.0,0.0
2733,1,1,1,1.0,1.0,1.0
2734,2,2,1,1.0,0.5,0.5
2735,1,1,1,1.0,1.0,1.0
2736,3,3,2,1.0,0.6667,0.6667
2737,1,1,1,1.0,1.0,1.0
2738,1,1,1,1.0,1.0,1.0
2739,2,1,0,0.5,0.0,0.0
2740,2,2,0,1.0,0.0,0.0
2741,2,1,1,0.5,0.5,0.5
2742,1,1,1,1.0,1.0,1.0
2743,3,2,1,0.6667,0.3333,0.3333
2744,3,1,0,0.3333,0.0,0.0
2745,3,2,0,0.6667,0.0,0.0
2746,3,3,3,1.0,1.0,1.0
2747,3,3,3,1.0,1.0,1.0
2748,3,3,0,1.0,0.0,0.0
2749,1,0,0,0.0,0.0,0.0
2750,1,1,1,1.0,1.0,1.0
2751,3,3,1,1.0,0.3333,0.3333
2752,3,2,2,0.6667,0.6667,0.6667
2753,3,3,3,1.0,1.0,1.0
2754,2,2,2,1.0,1.0,1.0
2755,1,1,0,1.0,0.0,0.0
2756,1,1,0,1.0,0.0,0.0
2757,1,1,0,1.0,0.0,0.0
2758,2,0,0,0.0,0.0,0.0
2759,1,1,1,1.0,1.0,1.0
2760,1,1,1,1.0,1.0,1.0
2761,1,1,1,1.0,1.0,1.0
2762,2,2,2,1.0,1.0,1.0
2763,1,1,1,1.0,1.0,1.0
2764,3,2,1,0.6667,0.3333,0.3333
2765,1,1,1,1.0,1.0,1.0
2766,1,1,0,1.0,0.0,0.0
2767,2,1,1,0.5,0.5,0.5
2768,1,1,1,1.0,1.0,1.0
2769,2,1,1,0.5,0.5,0.5
2770,1,1,0,1.0,0.0,0.0
2771,2,2,2,1.0,1.0,1.0
2772,2,2,2,1.0,1.0,1.0
2773,3,2,2,0.6667,0.6667,0.6667
2774,1,1,0,1.0,0.0,0.0
2775,1,0,0,0.0,0.0,0.0
2776,1,1,0,1.0,0.0,0.0
2777,2,1,0,0.5,0.0,0.0
2778,2,1,1,0.5,0.5,0.5
2779,1,1,1,1.0,1.0,1.0
2780,3,2,2,0.6667,0.6667,0.6667
2781,3,1,1,0.3333,0.3333,0.3333
2782,3,3,1,1.0,0.3333,0.3333
2783,1,1,1,1.0,1.0,1.0
2784,2,2,2,1.0,1.0,1.0
2785,3,2,2,0.6667,0.6667,0.6667
2786,3,3,2,1.0,0.6667,0.6667
2787,2,2,2,1.0,1.0,1.0
2788,2,2,2,1.0,1.0,1.0
2789,1,1,0,1.0,0.0,0.0
2790,2,2,2,1.0,1.0,1.0
2791,2,2,2,1.0,1.0,1.0
2792,3,3,3,1.0,1.0,1.0
2793,2,2,1,1.0,0.5,0.5
2794,2,2,1,1.0,0.5,0.5
2795,2,2,2,1.0,1.0,1.0
2796,2,1,1,0.5,0.5,0.5
2797,1,1,1,1.0,1.0,1.0
2798,2,2,0,1.0,0.0,0.0
2799,1,1,1,1.0,1.0,1.0
2800,1,1,0,1.0,0.0,0.0
2801,1,1,1,1.0,1.0,1.0
2802,2,1,0,0.5,0.0,0.0
2803,2,2,2,1.0,1.0,1.0
2804,1,1,0,1.0,0.0,0.0
2805,3,2,2,0.6667,0.6667,0.6667
2806,2,2,0,1.0,0.0,0.0
2807,2,2,2,1.0,1.0,1.0
2808,1,1,1,1.0,1.0,1.0
2809,1,1,1,1.0,1.0,1.0
2810,2,1,0,0.5,0.0,0.0
2811,1,1,1,1.0,1.0,1.0
2812,2,1,1,0.5,0.5,0.5
2813,2,2,1,1.0,0.5,0.5
2814,1,1,1,1.0,1.0,1.0
2815,3,3,1,1.0,0.3333,0.3333
2816,2,2,1,1.0,0.5,0.5
2817,2,2,2,1.0,1.0,1.0
2818,1,1,1,1.0,1.0,1.0
2819,1,1,0,1.0,0.0,0.0
2820,3,2,2,0.6667,0.6667,0.6667
2821,2,1,0,0.5,0.0,0.0
2822,3,2,2,0.6667,0.6667,0.6667
2823,1,1,1,1.0,1.0,1.0
2824,2,1,0,0.5,0.0,0.0
2825,2,1,1,0.5,0.5,0.5
2826,3,2,1,0.6667,0.3333,0.3333
2827,3,2,0,0.6667,0.0,0.0
2828,2,1,0,0.5,0.0,0.0
2829,2,2,0,1.0,0.0,0.0
2830,2,2,2,1.0,1.0,1.0
2831,1,1,0,1.0,0.0,0.0
2832,2,2,2,1.0,1.0,1.0
2833,2,2,1,1.0,0.5,0.5
2834,3,3,3,1.0,1.0,1.0
2835,3,3,1,1.0,0.3333,0.3333
2836,1,1,1,1.0,1.0,1.0
2837,3,3,1,1.0,0.3333,0.3333
2838,1,1,1,1.0,1.0,1.0
2839,1,1,0,1.0,0.0,0.0
2840,3,3,1,1.0,0.3333,0.3333
2841,2,1,1,0.5,0.5,0.5
2842,1,1,0,1.0,0.0,0.0
2843,2,2,2,1.0,1.0,1.0
2844,3,2,1,0.6667,0.3333,0.3333
2845,1,1,1,1.0,1.0,1.0
2846,1,1,1,1.0,1.0,1.0
2847,3,2,2,0.6667,0.6667,0.6667
2848,3,2,1,0.6667,0.3333,0.3333
2849,1,1,1,1.0,1.0,1.0
2850,1,1,0,1.0,0.0,0.0
2851,1,1,1,1.0,1.0,1.0
2852,2,2,1,1.0,0.5,0.5
2853,2,2,1,1.0,0.5,0.5
2854,1,1,1,1.0,1.0,1.0
2855,3,1,1,0.3333,0.3333,0.3333
2856,3,2,1,0.6667,0.3333,0.3333
2857,3,3,3,1.0,1.0,1.0
2858,1,1,1,1.0,1.0,1.0
2859,3,3,3,1.0,1.0,1.0
2860,2,1,1,0.5,0.5,0.5
2861,2,2,1,1.0,0.5,0.5
2862,2,2,2,1.0,1.0,1.0
2863,3,2,2,0.6667,0.6667,0.6667
2864,2,2,2,1.0,1.0,1.0
2865,3,3,2,1.0,0.6667,0.6667
2866,3,3,2,1.0,0.6667,0.6667
2867,1,0,0,0.0,0.0,0.0
2868,2,2,1,1.0,0.5,0.5
2869,2,1,1,0.5,0.5,0.5
2870,2,2,2,1.0,1.0,1.0
2871,2,2,2,1.0,1.0,1.0
2872,2,2,2,1.0,1.0,1.0
2873,1,0,0,0.0,0.0,0.0
2874,2,1,1,0.5,0.5,0.5
2875,2,2,0,1.0,0.0,0.0
2876,3,2,2,0.6667,0.6667,0.6667
2877,2,2,0,1.0,0.0,0.0
2878,3,1,1,0.3333,0.3333,0.3333
2879,2,1,0,0.5,0.0,0.0
2880,2,2,0,1.0,0.0,0.0
2881,3,3,1,1.0,0.3333,0.3333
2882,3,3,3,1.0,1.0,1.0
2883,3,1,0,0.3333,0.0,0.0
2884,2,2,2,1.0,1.0,1.0
2885,2,2,2,1.0,1.0,1.0
2886,1,1,0,1.0,0.0,0.0
2887,2,2,2,1.0,1.0,1.0
2888,1,1,1,1.0,1.0,1.0
2889,2,2,2,1.0,1.0,1.0
2890,1,1,1,1.0,1.0,1.0
2891,2,1,0,0.5,0.0,0.0
2892,1,1,1,1.0,1.0,1.0
2893,2,1,1,0.5,0.5,0.5
2894,1,1,0,1.0,0.0,0.0
2895,3,3,0,1.0,0.0,0.0
2896,3,3,1,1.0,0.3333,0.3333
2897,2,1,1,0.5,0.5,0.5
2898,2,1,0,0.5,0.0,0.0
2899,3,2,2,0.6667,0.6667,0.6667
2900,3,2,1,0.6667,0.3333,0.3333
2901,3,2,1,0.6667,0.3333,0.3333
2902,3,2,2,0.6667,0.6667,0.6667
2903,2,2,2,1.0,1.0,1.0
2904,3,3,1,1.0,0.3333,0.3333
2905,3,3,3,1.0,1.0,1.0
2906,2,2,1,1.0,0.5,0.5
2907,2,2,1,1.0,0.5,0.5
2908,2,2,2,1.0,1.0,1.0
2909,2,2,1,1.0,0.5,0.5
2910,1,1,1,1.0,1.0,1.0
2911,1,1,1,1.0,1.0,1.0
2912,1,1,1,1.0,1.0,1.0
2913,3,1,1,0.3333,0.3333,0.3333
2914,2,1,0,0.5,0.0,0.0
2915,3,3,0,1.0,0.0,0.0
2916,1,1,0,1.0,0.0,0.0
2917,2,2,1,1.0,0.5,0.5
2918,1,1,1,1.0,1.0,1.0
2919,1,1,1,1.0,1.0,1.0
2920,3,3,1,1.0,0.3333,0.3333
